# YYYY MM DD  Total  North  South
# Time base:   1
# Time unit:   d
# Point count: 51728
# ./cyclasar filter 0 0.001 10 sar-1880-2021.tsv filtered-sar-1880-2021.tsv
t/a	At/µhsp
1880.971313477	558.802914422
1880.973999023	559.494353861
1880.976806641	560.185243984
1880.979492188	560.876134106
1880.982299805	561.566444395
1880.984985352	562.256693648
1880.987670898	562.946210480
1880.990478516	563.635788346
1880.993164062	564.325000002
1880.995849609	565.013845447
1880.998657227	565.702416233
1881.001342773	566.390376668
1881.004150391	567.078245551
1881.006835938	567.765656669
1881.009643555	568.452396401
1881.012329102	569.139410791
1881.015014648	569.825845347
1881.017822266	570.512096798
1881.020507812	571.197859967
1881.023315430	571.882768645
1881.026000977	572.567982498
1881.028808594	573.252524964
1881.031494141	573.936731737
1881.034301758	574.620938510
1881.036987305	575.304412861
1881.039672852	575.987582036
1881.042480469	576.670262930
1881.045166016	577.352760718
1881.047973633	578.034922814
1881.050659180	578.716932321
1881.053466797	579.398300959
1881.056152344	580.079333904
1881.058959961	580.760122708
1881.061645508	581.440148573
1881.064331055	582.120265990
1881.067138672	582.799925644
1881.069824219	583.479127534
1881.072631836	584.157993731
1881.075317383	584.836432681
1881.078125000	585.514352833
1881.080810547	586.192150915
1881.083618164	586.869399680
1881.086303711	587.546617927
1881.088989258	588.223012200
1881.091796875	588.899559061
1881.094482422	589.575007289
1881.097290039	590.250730175
1881.099975586	590.925568052
1881.102783203	591.600497481
1881.105468750	592.274694488
1881.108276367	592.948830460
1881.110961914	593.622417116
1881.113647461	594.295454455
1881.116455078	594.968522312
1881.119140625	595.640857747
1881.121948242	596.312674383
1881.124633789	596.984643608
1881.127441406	597.656094033
1881.130126953	598.326812036
1881.132934570	598.997438487
1881.135620117	599.667332516
1881.138305664	600.337470685
1881.141113281	601.006601774
1881.143798828	601.675610793
1881.146606445	602.344589295
1881.149291992	603.012682786
1881.152099609	603.680623690
1881.154785156	604.348076313
1881.157592773	605.014979619
1881.160278320	605.681760855
1881.162963867	606.348114844
1881.165771484	607.014011070
1881.168457031	607.679876779
1881.171264648	608.344918513
1881.173950195	609.009655071
1881.176757812	609.673994900
1881.179443359	610.338212660
1881.182250977	611.001728514
1881.184936523	611.664695053
1881.187622070	612.327997285
1881.190429688	612.990383989
1881.193115234	613.652618106
1881.195922852	614.314577565
1881.198608398	614.975804601
1881.201416016	615.636848532
1881.204101562	616.297526252
1881.206909180	616.957959832
1881.209594727	617.617386332
1881.212280273	618.276904384
1881.215087891	618.936300366
1881.217773438	619.594719785
1881.220581055	620.253078169
1881.223266602	620.911070343
1881.226074219	621.569001481
1881.228759766	622.225956056
1881.231567383	622.883215808
1881.234252930	623.539315891
1881.236938477	624.195477010
1881.239746094	624.851027777
1881.242431641	625.506456474
1881.245239258	626.161946206
1881.247924805	626.816215234
1881.250732422	627.470667369
1881.253417969	628.124387081
1881.256103516	628.778106793
1881.258911133	629.431277189
1881.261596680	630.083898269
1881.264404297	630.736397278
1881.267089844	631.388102830
1881.269897461	632.040235629
1881.272583008	632.691452900
1881.275390625	633.342548100
1881.278076172	633.993155020
1881.280761719	634.643761939
1881.283569336	635.293270226
1881.286254883	635.943205758
1881.289062500	636.592591974
1881.291748047	637.241184734
1881.294555664	637.889655423
1881.297241211	638.537759901
1881.300048828	639.185437133
1881.302734375	639.832870224
1881.305419922	640.480364350
1881.308227539	641.126942949
1881.310913086	641.773460513
1881.313720703	642.419611866
1881.316406250	643.065519079
1881.319213867	643.710693869
1881.321899414	644.355746589
1881.324707031	645.000494134
1881.327392578	645.644875467
1881.330078125	646.289195765
1881.332885742	646.932844677
1881.335571289	647.576310483
1881.338378906	648.219532149
1881.341064453	648.862082427
1881.343872070	649.504876847
1881.346557617	650.147060915
1881.349365234	650.788634631
1881.352050781	651.430391453
1881.354736328	652.071354817
1881.357543945	652.712440252
1881.360229492	653.352793266
1881.363037109	653.993146279
1881.365722656	654.633133081
1881.368530273	655.272448496
1881.371215820	655.911947017
1881.374023438	656.551140363
1881.376708984	657.189723356
1881.379394531	657.828306350
1881.382202148	658.466340027
1881.384887695	659.104495774
1881.387695312	659.741919100
1881.390380859	660.378915180
1881.393188477	661.016094365
1881.395874023	661.652602163
1881.398681641	662.289354102
1881.401367188	662.925434654
1881.404052734	663.561087960
1881.406860352	664.196558161
1881.409545898	664.832089397
1881.412353516	665.467010281
1881.415039062	666.101381849
1881.417846680	666.736058592
1881.420532227	667.370674301
1881.423339844	668.004313447
1881.426025391	668.638074663
1881.428710938	669.271591739
1881.431518555	669.904559498
1881.434204102	670.537649328
1881.437011719	671.170433981
1881.439697266	671.802608284
1881.442504883	672.434843621
1881.445190430	673.066956888
1881.447998047	673.698642909
1881.450683594	674.329901684
1881.453369141	674.961221494
1881.456176758	675.592358198
1881.458862305	676.222945586
1881.461669922	676.853716080
1881.464355469	677.483876222
1881.467163086	678.114036364
1881.469848633	678.744135471
1881.472656250	679.373746297
1881.475341797	680.003051947
1881.478027344	680.632174491
1881.480834961	681.261663246
1881.483520508	681.890358545
1881.486328125	682.518992808
1881.489013672	683.146833614
1881.491821289	683.775834088
1881.494506836	684.403491789
1881.497314453	685.031393630
1881.500000000	685.659234436
1881.502685547	686.286831102
1881.505493164	686.914000521
1881.508178711	687.540925800
1881.510986328	688.167790043
1881.513671875	688.794898428
1881.516479492	689.421213355
1881.519165039	690.047833458
1881.521972656	690.674392526
1881.524658203	691.300219172
1881.527343750	691.926228923
1881.530151367	692.552055569
1881.532836914	693.177882215
1881.535644531	693.803098509
1881.538330078	694.428558944
1881.541137695	695.053958344
1881.543823242	695.679052568
1881.546630859	696.303719546
1881.549316406	696.928813770
1881.552001953	697.553480748
1881.554809570	698.178208761
1881.557495117	698.802448493
1881.560302734	699.426688225
1881.562988281	700.050866922
1881.565795898	700.674923548
1881.568481445	701.299285351
1881.571289062	701.923158872
1881.573974609	702.546910322
1881.576660156	703.170478667
1881.579467773	703.794413224
1881.582153320	704.417676393
1881.584960938	705.041427844
1881.587646484	705.664507907
1881.590454102	706.288137288
1881.593139648	706.911034246
1881.595947266	707.534053275
1881.598632812	708.157377480
1881.601318359	708.780396508
1881.604125977	709.403476572
1881.606811523	710.026068355
1881.609619141	710.648904278
1881.612304688	711.271557096
1881.615112305	711.894698195
1881.617797852	712.517289978
1881.620605469	713.139759690
1881.623291016	713.762412508
1881.625976562	714.385187396
1881.628784180	715.007351933
1881.631469727	715.629943716
1881.634277344	716.252718604
1881.636962891	716.874700035
1881.639770508	717.497841134
1881.642456055	718.119761530
1881.645263672	718.742292277
1881.647949219	719.364700955
1881.650634766	719.987353772
1881.653442383	720.609823485
1881.656127930	721.232293197
1881.658935547	721.854701874
1881.661621094	722.476988481
1881.664428711	723.099702334
1881.667114258	723.722172047
1881.669921875	724.344702794
1881.672607422	724.967050436
1881.675292969	725.590008430
1881.678100586	726.212356072
1881.680786133	726.835436136
1881.683593750	727.457783778
1881.686279297	728.080741771
1881.689086914	728.703943906
1881.691772461	729.326474653
1881.694580078	729.949188506
1881.697265625	730.572329605
1881.699951172	731.195531739
1881.702758789	731.818794909
1881.705444336	732.441936008
1881.708251953	733.065016072
1881.710937500	733.688340276
1881.713745117	734.312152762
1881.716430664	734.935538002
1881.719238281	735.559289453
1881.721923828	736.183040903
1881.724609375	736.806853389
1881.727416992	737.430971051
1881.730102539	738.055027677
1881.732910156	738.679328444
1881.735595703	739.303751281
1881.738403320	739.927929978
1881.741088867	740.552780062
1881.743896484	741.177386005
1881.746582031	741.802297123
1881.749267578	742.427025136
1881.752075195	743.052058325
1881.754760742	743.677701866
1881.757568359	744.302796090
1881.760253906	744.928866876
1881.763061523	745.554144206
1881.765747070	746.179909817
1881.768432617	746.806163709
1881.771240234	747.432844847
1881.773925781	748.058793563
1881.776733398	748.685230561
1881.779418945	749.312399980
1881.782226562	749.939386294
1881.784912109	750.566555713
1881.787719727	751.193542027
1881.790405273	751.821077658
1881.793090820	752.449162604
1881.795898438	753.077003411
1881.798583984	753.705332498
1881.801391602	754.333234339
1881.804077148	754.962112743
1881.806884766	755.591052182
1881.809570312	756.219686445
1881.812377930	756.849236236
1881.815063477	757.478541885
1881.817749023	758.108274781
1881.820556641	758.738679064
1881.823242188	759.368472995
1881.826049805	759.998816243
1881.828735352	760.629708807
1881.831542969	761.260662406
1881.834228516	761.892287391
1881.837036133	762.523424096
1881.839721680	763.155171152
1881.842407227	763.787284419
1881.845214844	764.419092510
1881.847900391	765.051999235
1881.850708008	765.685089064
1881.853393555	766.318300964
1881.856201172	766.951695969
1881.858886719	767.584968904
1881.861694336	768.219523578
1881.864379883	768.853773075
1881.867065430	769.488388784
1881.869873047	770.123187598
1881.872558594	770.758596763
1881.875366211	771.394250069
1881.878051758	772.029903375
1881.880859375	772.666167033
1881.883544922	773.302918972
1881.886352539	773.939609876
1881.889038086	774.576850096
1881.891723633	775.214273421
1881.894531250	775.852429169
1881.897216797	776.490768022
1881.900024414	777.129228945
1881.902709961	777.768361255
1881.905517578	778.407798741
1881.908203125	779.047358297
1881.911010742	779.687528205
1881.913696289	780.327515007
1881.916381836	780.968722512
1881.919189453	781.609807947
1881.921875000	782.251076488
1881.924682617	782.893199521
1881.927368164	783.535688764
1881.930175781	784.178483184
1881.932861328	784.821277603
1881.935668945	785.464804444
1881.938354492	786.108697497
1881.941040039	786.752773654
1881.943847656	787.397765339
1881.946533203	788.043001165
1881.949340820	788.688236991
1881.952026367	789.334449379
1881.954833984	789.980905907
1881.957519531	790.627484507
1881.960327148	791.274612422
1881.963012695	791.922289654
1881.965698242	792.570211026
1881.968505859	793.218986891
1881.971191406	793.867823791
1881.973999023	794.517210007
1881.976684570	795.167267610
1881.979492188	795.817203143
1881.982177734	796.468176273
1881.984985352	797.119637685
1881.987670898	797.771160132
1881.990356445	798.423598106
1881.993164062	799.076158150
1881.995849609	799.728840265
1881.998657227	800.382437907
1882.001342773	801.036401760
1882.004150391	801.691098035
1882.006835938	802.345916380
1882.009643555	803.001711288
1882.012329102	803.657262055
1882.015014648	804.313972490
1882.017822266	804.970927065
1882.020507812	805.628369922
1882.023315430	806.286423131
1882.026000977	806.944842550
1882.028808594	807.603933356
1882.031494141	808.263146233
1882.034301758	808.923335672
1882.036987305	809.583464075
1882.039672852	810.244935253
1882.042480469	810.906223324
1882.045166016	811.568243818
1882.047973633	812.230691558
1882.050659180	812.893993789
1882.053466797	813.557479127
1882.056152344	814.221818956
1882.058959961	814.886586032
1882.061645508	815.551841389
1882.064331055	816.217768133
1882.067138672	816.883511771
1882.069824219	817.550598182
1882.072631836	818.218233910
1882.075317383	818.886113779
1882.078125000	819.554603999
1882.080810547	820.223887676
1882.083618164	820.893598600
1882.086303711	821.563553664
1882.088989258	822.234302184
1882.091796875	822.905600022
1882.094482422	823.577569246
1882.097290039	824.250026751
1882.099975586	824.923216678
1882.102783203	825.596711781
1882.105468750	826.270817236
1882.108276367	826.945777183
1882.110961914	827.621103340
1882.113647461	828.296978815
1882.116455078	828.973525675
1882.119140625	829.650804958
1882.121948242	830.328328381
1882.124633789	831.006584226
1882.127441406	831.685755599
1882.130126953	832.364682831
1882.132934570	833.044891801
1882.135620117	833.725589053
1882.138305664	834.407018726
1882.141113281	835.088692540
1882.143798828	835.771526022
1882.146606445	836.454664679
1882.149291992	837.137742302
1882.152099609	837.822467874
1882.154785156	838.507315516
1882.157592773	839.192712474
1882.160278320	839.878841854
1882.162963867	840.565825727
1882.165771484	841.253175810
1882.168457031	841.940892105
1882.171264648	842.629401856
1882.173950195	843.318827135
1882.176757812	844.008557590
1882.179443359	844.699142536
1882.182250977	845.390215764
1882.184936523	846.082021414
1882.187622070	846.774193275
1882.190429688	847.467036522
1882.193115234	848.160795297
1882.195922852	848.855164424
1882.198608398	849.549960796
1882.201416016	850.245306485
1882.204101562	850.941689772
1882.206909180	851.638195129
1882.209594727	852.335738083
1882.212280273	853.033830354
1882.215087891	853.732594012
1882.217773438	854.431662845
1882.220581055	855.131830312
1882.223266602	855.832241919
1882.226074219	856.533630088
1882.228759766	857.235628609
1882.231567383	857.937993341
1882.234252930	858.641090495
1882.236938477	859.344798000
1882.239746094	860.049482068
1882.242431641	860.754410276
1882.245239258	861.459582625
1882.247924805	862.166524994
1882.250732422	862.873406327
1882.253417969	863.581020083
1882.256103516	864.289244190
1882.258911133	864.998383824
1882.261596680	865.708194845
1882.264404297	866.418188971
1882.267089844	867.128915519
1882.269897461	867.840496560
1882.272583008	868.552748987
1882.275390625	869.265733836
1882.278076172	869.979145931
1882.280761719	870.693046308
1882.283569336	871.407740141
1882.286254883	872.123227432
1882.289062500	872.839141968
1882.291748047	873.556155138
1882.294555664	874.273412448
1882.297241211	874.991463215
1882.300048828	875.710002263
1882.302734375	876.429273733
1882.305419922	877.149216590
1882.308227539	877.869708764
1882.310913086	878.591177499
1882.313720703	879.312951411
1882.316406250	880.035213604
1882.319213867	880.758330289
1882.321899414	881.482484571
1882.324707031	882.206577819
1882.327392578	882.931891770
1882.330078125	883.657327791
1882.332885742	884.383679339
1882.335571289	885.110519168
1882.338378906	885.838396596
1882.341064453	886.566396093
1882.343872070	887.295250083
1882.346557617	888.024531319
1882.349365234	888.754789117
1882.352050781	889.485962443
1882.354736328	890.216891628
1882.357543945	890.949041516
1882.360229492	891.681557615
1882.363037109	892.414745101
1882.365722656	893.148909149
1882.368530273	893.883317338
1882.371215820	894.618335878
1882.374023438	895.354392017
1882.376708984	896.090509190
1882.379394531	896.827602926
1882.382202148	897.565062872
1882.384887695	898.303133171
1882.387695312	899.042180032
1882.390380859	899.781348963
1882.393188477	900.521250316
1882.395874023	901.261945126
1882.398681641	902.003189252
1882.401367188	902.745043730
1882.404052734	903.487569595
1882.406860352	904.230400635
1882.409545898	904.974086168
1882.412353516	905.718137912
1882.415039062	906.463105183
1882.417846680	907.208316594
1882.420532227	907.954504568
1882.423339844	908.700814613
1882.426025391	909.447673973
1882.428710938	910.195937143
1882.431518555	910.944139277
1882.434204102	911.692951763
1882.437011719	912.442130460
1882.439697266	913.192163649
1882.442504883	913.942746154
1882.445190430	914.693877976
1882.447998047	915.445803254
1882.450683594	916.197423357
1882.453369141	916.950386234
1882.456176758	917.703776356
1882.458862305	918.457959936
1882.461669922	919.212021445
1882.464355469	919.967181587
1882.467163086	920.722585870
1882.469848633	921.478600504
1882.472656250	922.235042384
1882.475341797	922.992094616
1882.478027344	923.749879270
1882.480834961	924.507785994
1882.483520508	925.266608246
1882.486328125	926.025735673
1882.489013672	926.785839663
1882.491821289	927.545516406
1882.494506836	928.306596958
1882.497314453	929.067372335
1882.500000000	929.829429449
1882.502685547	930.591425529
1882.505493164	931.354215066
1882.508178711	932.117065637
1882.510986328	932.880526561
1882.513671875	933.644964046
1882.516479492	934.409523603
1882.519165039	935.174632475
1882.521972656	935.939619277
1882.524658203	936.705826783
1882.527343750	937.472156358
1882.530151367	938.239340426
1882.532836914	939.006646564
1882.535644531	939.774685124
1882.538330078	940.542967825
1882.541137695	941.311311561
1882.543823242	942.080570824
1882.546630859	942.849830087
1882.549316406	943.620065913
1882.552001953	944.390057598
1882.554809570	945.161025845
1882.557495117	945.932238233
1882.560302734	946.703816832
1882.562988281	947.475822678
1882.565795898	948.248072663
1882.568481445	949.020627825
1882.571289062	949.793976444
1882.573974609	950.567630238
1882.576660156	951.341345068
1882.579467773	952.115426108
1882.582153320	952.890422676
1882.584960938	953.664930962
1882.587646484	954.440537882
1882.590454102	955.216205836
1882.593139648	955.992117932
1882.595947266	956.768274167
1882.598632812	957.545345931
1882.601318359	958.322173553
1882.604125977	959.099977738
1882.606811523	959.877415712
1882.609619141	960.655341968
1882.612304688	961.433329258
1882.615112305	962.211987935
1882.617797852	962.990829718
1882.620605469	963.770403922
1882.623291016	964.549245705
1882.625976562	965.329186121
1882.628784180	966.109248606
1882.631469727	966.889311092
1882.634277344	967.669800824
1882.636962891	968.450595732
1882.639770508	969.231634780
1882.642456055	970.012673828
1882.645263672	970.794201158
1882.647949219	971.575911593
1882.650634766	972.357683063
1882.653442383	973.140064885
1882.656127930	973.922202566
1882.658935547	974.704950599
1882.661621094	975.487637596
1882.664428711	976.270507699
1882.667114258	977.053560908
1882.669921875	977.836797222
1882.672607422	978.620216641
1882.675292969	979.403880201
1882.678100586	980.187238585
1882.680786133	980.971451462
1882.683593750	981.755237092
1882.686279297	982.539633074
1882.689086914	983.323784915
1882.691772461	984.108302967
1882.694580078	984.893004125
1882.697265625	985.677339072
1882.699951172	986.462040230
1882.702758789	987.246863458
1882.705444336	988.031686685
1882.708251953	988.816754054
1882.710937500	989.601455212
1882.713745117	990.387255002
1882.716430664	991.172017195
1882.719238281	991.957267669
1882.721923828	992.742579178
1882.724609375	993.527890688
1882.727416992	994.313080127
1882.730102539	995.098513706
1882.732910156	995.883764180
1882.735595703	996.669197760
1882.738403320	997.454265128
1882.741088867	998.239637673
1882.743896484	999.024644006
1882.746582031	999.810321726
1882.749267578	1000.595450130
1882.752075195	1001.380456464
1882.754760742	1002.165706938
1882.757568359	1002.950896377
1882.760253906	1003.735963745
1882.763061523	1004.520848008
1882.765747070	1005.305732272
1882.768432617	1006.090677570
1882.771240234	1006.875073552
1882.773925781	1007.659469534
1882.776733398	1008.443987586
1882.779418945	1009.228383568
1882.782226562	1010.012474374
1882.784912109	1010.796565180
1882.787719727	1011.580167705
1882.790405273	1012.363831265
1882.793090820	1013.147250684
1882.795898438	1013.931341490
1882.798583984	1014.713967453
1882.801391602	1015.497142732
1882.804077148	1016.279829729
1882.806884766	1017.062272586
1882.809570312	1017.844715443
1882.812377930	1018.627036229
1882.815063477	1019.408624594
1882.817749023	1020.190457100
1882.820556641	1020.971862359
1882.823242188	1021.752596231
1882.826049805	1022.533696315
1882.828735352	1023.314186047
1882.831542969	1024.094675779
1882.834228516	1024.874372053
1882.837036133	1025.654129363
1882.839721680	1026.433520463
1882.842407227	1027.212362245
1882.845214844	1027.991326098
1882.847900391	1028.769496494
1882.850708008	1029.547239644
1882.853393555	1030.325104864
1882.856201172	1031.102603873
1882.858886719	1031.878943215
1882.861694336	1032.655709802
1882.864379883	1033.431621897
1882.867065430	1034.207350887
1882.869873047	1034.982591595
1882.872558594	1035.757282987
1882.875366211	1036.531852309
1882.878051758	1037.305994385
1882.880859375	1038.078976793
1882.883544922	1038.852020235
1882.886352539	1039.624514362
1882.889038086	1040.396825383
1882.891723633	1041.168220876
1882.894531250	1041.939189124
1882.897216797	1042.710035301
1882.900024414	1043.479233529
1882.902709961	1044.249103144
1882.905517578	1045.017874126
1882.908203125	1045.786339932
1882.911010742	1046.554012281
1882.913696289	1047.321074278
1882.916381836	1048.087647995
1882.919189453	1048.854160676
1882.921875000	1049.619391619
1882.924682617	1050.383890140
1882.927368164	1051.148205555
1882.930175781	1051.911788549
1882.932861328	1052.674578085
1882.935668945	1053.436696235
1882.938354492	1054.198448174
1882.941040039	1054.959467691
1882.943847656	1055.719388575
1882.946533203	1056.478760143
1882.949340820	1057.237826535
1882.952026367	1057.995367048
1882.954833984	1058.753151702
1882.957519531	1059.509959793
1882.960327148	1060.265242006
1882.963012695	1061.020585253
1882.965698242	1061.774829868
1882.968505859	1062.528586202
1882.971191406	1063.280999762
1882.973999023	1064.033169181
1882.976684570	1064.784362038
1882.979492188	1065.534517297
1882.982177734	1066.284184275
1882.984985352	1067.032874691
1882.987670898	1067.780344403
1882.990356445	1068.527386869
1882.993164062	1069.273574843
1882.995849609	1070.018236938
1882.998657227	1070.762899034
1883.001342773	1071.505913180
1883.004150391	1072.248622150
1883.006835938	1072.989927311
1883.009643555	1073.730988332
1883.012329102	1074.470096228
1883.015014648	1075.208654808
1883.017822266	1075.946786141
1883.020507812	1076.683330561
1883.023315430	1077.419203593
1883.026000977	1078.153794888
1883.028808594	1078.887653760
1883.031494141	1079.619986754
1883.034301758	1080.352014572
1883.036987305	1081.082150300
1883.039672852	1081.811736711
1883.042480469	1082.540163455
1883.045166016	1083.267491566
1883.047973633	1083.993965184
1883.050659180	1084.719157065
1883.053466797	1085.442884101
1883.056152344	1086.166122857
1883.058959961	1086.887896768
1883.061645508	1087.608572047
1883.064331055	1088.327904552
1883.067138672	1089.046382565
1883.069824219	1089.763334700
1883.072631836	1090.479737517
1883.075317383	1091.194309281
1883.078125000	1091.908148622
1883.080810547	1092.620278979
1883.083618164	1093.331371738
1883.086303711	1094.041060689
1883.088989258	1094.749895147
1883.091796875	1095.457081656
1883.094482422	1096.163108498
1883.097290039	1096.867853601
1883.099975586	1097.571439036
1883.102783203	1098.273620662
1883.105468750	1098.974581585
1883.108276367	1099.673833524
1883.110961914	1100.372108901
1883.113647461	1101.069163574
1883.116455078	1101.764204087
1883.119140625	1102.458756319
1883.121948242	1103.150928180
1883.124633789	1103.842184513
1883.127441406	1104.532220144
1883.130126953	1105.220607825
1883.132934570	1105.907835838
1883.135620117	1106.593293832
1883.138305664	1107.277286981
1883.141113281	1107.959998393
1883.143798828	1108.641183926
1883.146606445	1109.321026685
1883.149291992	1109.999160460
1883.152099609	1110.675768356
1883.154785156	1111.351094513
1883.157592773	1112.024528581
1883.160278320	1112.696558841
1883.162963867	1113.367368397
1883.165771484	1114.035980687
1883.168457031	1114.703677450
1883.171264648	1115.369421088
1883.173950195	1116.033699883
1883.176757812	1116.695964517
1883.179443359	1117.357069483
1883.182250977	1118.016465465
1883.184936523	1118.674213498
1883.187622070	1119.330130476
1883.190429688	1119.984399505
1883.193115234	1120.637264725
1883.195922852	1121.288115785
1883.198608398	1121.937807177
1883.201416016	1122.584935092
1883.204101562	1123.231208516
1883.206909180	1123.875223638
1883.209594727	1124.517895987
1883.212280273	1125.158249000
1883.215087891	1125.796954064
1883.217773438	1126.434255320
1883.220581055	1127.069481380
1883.223266602	1127.703364666
1883.226074219	1128.334501371
1883.228759766	1128.964356337
1883.231567383	1129.592563354
1883.234252930	1130.219183457
1883.236938477	1130.843362154
1883.239746094	1131.466076007
1883.242431641	1132.086348454
1883.245239258	1132.705644338
1883.247924805	1133.322010535
1883.250732422	1133.937278099
1883.253417969	1134.550104256
1883.256103516	1135.161343500
1883.258911133	1135.770629619
1883.261596680	1136.377840542
1883.264404297	1136.982976270
1883.267089844	1137.586769224
1883.269897461	1138.187510421
1883.272583008	1138.786664704
1883.275390625	1139.384476213
1883.278076172	1139.979846316
1883.280761719	1140.573019153
1883.283569336	1141.164238866
1883.286254883	1141.753749594
1883.289062500	1142.340696845
1883.291748047	1142.926179253
1883.294555664	1143.508609903
1883.297241211	1144.090308131
1883.300048828	1144.668710460
1883.302734375	1145.245525876
1883.305419922	1145.819777815
1883.308227539	1146.392809050
1883.310913086	1146.963032669
1883.313720703	1147.531059022
1883.316406250	1148.097010180
1883.319213867	1148.661252353
1883.321899414	1149.222931050
1883.324707031	1149.782290411
1883.327392578	1150.339574576
1883.330078125	1150.894661476
1883.332885742	1151.447795251
1883.335571289	1151.998243479
1883.338378906	1152.546494441
1883.341064453	1153.093036419
1883.343872070	1153.636892850
1883.346557617	1154.178429945
1883.349365234	1154.717891845
1883.352050781	1155.254790269
1883.354736328	1155.789735567
1883.357543945	1156.322117389
1883.360229492	1156.852301945
1883.363037109	1157.379923024
1883.365722656	1157.905468909
1883.368530273	1158.428817527
1883.371215820	1158.949358529
1883.374023438	1159.467702264
1883.376708984	1159.983970805
1883.379394531	1160.497675869
1883.382202148	1161.008817456
1883.384887695	1161.517639708
1883.387695312	1162.024264693
1883.390380859	1162.528082062
1883.393188477	1163.029335954
1883.395874023	1163.528636721
1883.398681641	1164.025496082
1883.401367188	1164.519791966
1883.404052734	1165.011280233
1883.406860352	1165.500571235
1883.409545898	1165.987420830
1883.412353516	1166.471584878
1883.415039062	1166.953307520
1883.417846680	1167.432344615
1883.420532227	1167.909062375
1883.423339844	1168.383704939
1883.426025391	1168.855051604
1883.428710938	1169.323834793
1883.431518555	1169.790420716
1883.434204102	1170.254565233
1883.437011719	1170.715902133
1883.439697266	1171.174431416
1883.442504883	1171.630641363
1883.445190430	1172.084165762
1883.447998047	1172.535370826
1883.450683594	1172.983524133
1883.453369141	1173.428991892
1883.456176758	1173.871774104
1883.458862305	1174.312725262
1883.461669922	1174.750380521
1883.464355469	1175.185228163
1883.467163086	1175.617634399
1883.469848633	1176.047233018
1883.472656250	1176.474146089
1883.475341797	1176.898129474
1883.478027344	1177.320037662
1883.480834961	1177.738649953
1883.483520508	1178.155187048
1883.486328125	1178.568428245
1883.489013672	1178.978983895
1883.491821289	1179.386487787
1883.494506836	1179.791916484
1883.497314453	1180.194415493
1883.500000000	1180.593862744
1883.502685547	1180.990868589
1883.505493164	1181.384822677
1883.508178711	1181.775725006
1883.510986328	1182.164185930
1883.513671875	1182.549839236
1883.516479492	1182.932806995
1883.519165039	1183.312600926
1883.521972656	1183.689953451
1883.524658203	1184.063643866
1883.527343750	1184.435503227
1883.530151367	1184.804188760
1883.532836914	1185.169700464
1883.535644531	1185.532404552
1883.538330078	1185.892423092
1883.541137695	1186.249267805
1883.543823242	1186.603671111
1883.546630859	1186.955266800
1883.549316406	1187.302956239
1883.552001953	1187.648936693
1883.554809570	1187.991132968
1883.557495117	1188.330887837
1883.560302734	1188.667102666
1883.562988281	1189.001120230
1883.565795898	1189.331841896
1883.568481445	1189.659145592
1883.571289062	1189.984618234
1883.573974609	1190.306062556
1883.576660156	1190.625065472
1883.579467773	1190.940894559
1883.582153320	1191.253793959
1883.584960938	1191.563397460
1883.587646484	1191.870559556
1883.590454102	1192.174425752
1883.593139648	1192.475118121
1883.595947266	1192.773002872
1883.598632812	1193.067713796
1883.601318359	1193.359739172
1883.604125977	1193.648468650
1883.606811523	1193.934390511
1883.609619141	1194.217016473
1883.612304688	1194.496224467
1883.615112305	1194.772746914
1883.617797852	1195.045973462
1883.620605469	1195.316758604
1883.623291016	1195.584003707
1883.625976562	1195.848074982
1883.628784180	1196.109338639
1883.631469727	1196.367184328
1883.634277344	1196.622100330
1883.636962891	1196.874086644
1883.639770508	1197.122777059
1883.642456055	1197.368293647
1883.645263672	1197.611002617
1883.647949219	1197.850049478
1883.650634766	1198.086410791
1883.653442383	1198.319476207
1883.656127930	1198.549489865
1883.658935547	1198.775963483
1883.661621094	1198.999385344
1883.664428711	1199.220121658
1883.667114258	1199.437440003
1883.669921875	1199.651584520
1883.672607422	1199.862799350
1883.675292969	1200.070230000
1883.678100586	1200.274975103
1883.680786133	1200.476180167
1883.683593750	1200.674333473
1883.686279297	1200.869557091
1883.689086914	1201.061484811
1883.691772461	1201.249994563
1883.694580078	1201.435696697
1883.697265625	1201.617858792
1883.699951172	1201.796969130
1883.702758789	1201.972661498
1883.705444336	1202.145302109
1883.708251953	1202.314646821
1883.710937500	1202.480451495
1883.713745117	1202.643570621
1883.716430664	1202.803149709
1883.719238281	1202.959677038
1883.721923828	1203.113030540
1883.724609375	1203.262966072
1883.727416992	1203.408995355
1883.730102539	1203.553071513
1883.732910156	1203.692875209
1883.735595703	1203.829627148
1883.738403320	1203.963571470
1883.741088867	1204.094219893
1883.743896484	1204.221084137
1883.746582031	1204.344774552
1883.749267578	1204.465413210
1883.752075195	1204.582389758
1883.754760742	1204.696802830
1883.757568359	1204.807431722
1883.760253906	1204.914764716
1883.763061523	1205.018679741
1883.765747070	1205.119909219
1883.768432617	1205.217232447
1883.771240234	1205.311625987
1883.773925781	1205.402723629
1883.776733398	1205.490037092
1883.779418945	1205.574298796
1883.782226562	1205.655508743
1883.784912109	1205.732934510
1883.787719727	1205.807918871
1883.790405273	1205.878996982
1883.793090820	1205.946535053
1883.795898438	1206.011265508
1883.798583984	1206.072577994
1883.801391602	1206.130228370
1883.804077148	1206.184826989
1883.806884766	1206.235885568
1883.809570312	1206.284136531
1883.812377930	1206.328481243
1883.815063477	1206.369652127
